date,past_2_weeks_per_capita,lon,lat,height
2020-10-18T00:00:00,5.7405281286,-106.8792898543,44.7903046989,M 0 0 L 0 -6.02755453503
2020-10-19T00:00:00,5.6749220928,-106.8792898543,44.7903046989,M 0 0 L 0 -5.958668197440001
2020-10-20T00:00:00,5.9701492537,-106.8792898543,44.7903046989,M 0 0 L 0 -6.268656716385
2020-10-21T00:00:00,6.3309824504,-106.8792898543,44.7903046989,M 0 0 L 0 -6.64753157292
2020-10-22T00:00:00,7.3806790225,-106.8792898543,44.7903046989,M 0 0 L 0 -7.749712973625
2020-10-23T00:00:00,7.511891094,-106.8792898543,44.7903046989,M 0 0 L 0 -7.8874856487
2020-10-24T00:00:00,8.03673938,-106.8792898543,44.7903046989,M 0 0 L 0 -8.438576349
2020-10-25T00:00:00,8.4959816303,-106.8792898543,44.7903046989,M 0 0 L 0 -8.920780711815
2020-10-26T00:00:00,8.5943906839,-106.8792898543,44.7903046989,M 0 0 L 0 -9.024110218095
2020-10-27T00:00:00,8.7584057733,-106.8792898543,44.7903046989,M 0 0 L 0 -9.196326061965
2020-10-15T00:00:00,4.5034722222,-149.109928952,61.1502517211,M 0 0 L 0 -4.72864583331
2020-10-16T00:00:00,4.6006944444,-149.109928952,61.1502517211,M 0 0 L 0 -4.83072916662
2020-10-17T00:00:00,4.7847222222,-149.109928952,61.1502517211,M 0 0 L 0 -5.02395833331
2020-10-18T00:00:00,4.8611111111,-149.109928952,61.1502517211,M 0 0 L 0 -5.104166666655
2020-10-19T00:00:00,4.7847222222,-149.109928952,61.1502517211,M 0 0 L 0 -5.02395833331
2020-10-20T00:00:00,4.6944444444,-149.109928952,61.1502517211,M 0 0 L 0 -4.9291666666200005
2020-10-21T00:00:00,4.8576388889,-149.109928952,61.1502517211,M 0 0 L 0 -5.1005208333450005
2020-10-22T00:00:00,5.1145833333,-149.109928952,61.1502517211,M 0 0 L 0 -5.370312499965
2020-10-23T00:00:00,5.1423611111,-149.109928952,61.1502517211,M 0 0 L 0 -5.3994791666549995
2020-10-24T00:00:00,5.3854166667,-149.109928952,61.1502517211,M 0 0 L 0 -5.654687500035001
2020-10-25T00:00:00,5.5173611111,-149.109928952,61.1502517211,M 0 0 L 0 -5.793229166655
2020-10-26T00:00:00,5.7638888889,-149.109928952,61.1502517211,M 0 0 L 0 -6.052083333345001
2020-10-27T00:00:00,5.9270833333,-149.109928952,61.1502517211,M 0 0 L 0 -6.223437499965
2020-10-23T00:00:00,4.6209952824,-104.3383805869,39.8731716943,M 0 0 L 0 -4.85204504652
2020-10-24T00:00:00,4.5533521059,-104.3383805869,39.8731716943,M 0 0 L 0 -4.781019711195
2020-10-25T00:00:00,4.7582142974,-104.3383805869,39.8731716943,M 0 0 L 0 -4.99612501227
