lon,lat,date,county,state,cases,height
-92.75260294067165,43.671276522420385,2021-04-06,Mower,Minnesota,4427,M -1 0 L 0 -0.4427 L 1 0
-89.50951779399567,31.205400770470025,2021-04-06,Lamar,Mississippi,6080,M -1 0 L 0 -0.608 L 1 0
-90.52794155245239,33.12748714752368,2021-04-06,Humphreys,Mississippi,942,M -1 0 L 0 -0.0942 L 1 0
-97.60219453661753,42.2642612436607,2021-04-06,Pierce,Nebraska,614,M -1 0 L 0 -0.0614 L 1 0
-83.49369655485448,37.73782765598833,2021-04-06,Wolfe,Kentucky,468,M -1 0 L 0 -0.0468 L 1 0
-87.86818519686545,37.14471853798449,2021-04-06,Caldwell,Kentucky,1412,M -1 0 L 0 -0.1412 L 1 0
-102.71698051178653,44.56696303816241,2021-04-06,Meade,South Dakota,2705,M -1 0 L 0 -0.2705 L 1 0
-84.86743898863804,37.62375507826601,2021-04-06,Boyle,Kentucky,3302,M -1 0 L 0 -0.3302 L 1 0
-82.30590609290195,35.898547312792914,2021-04-06,Yancey,North Carolina,1519,M -1 0 L 0 -0.1519 L 1 0
-87.10544712704366,32.32686709218085,2021-04-06,Dallas,Alabama,3520,M -1 0 L 0 -0.352 L 1 0
-84.38858343358434,33.091913116544,2021-04-06,Pike,Georgia,2181,M -1 0 L 0 -0.2181 L 1 0
-86.99390267269209,31.429208028101375,2021-04-06,Conecuh,Alabama,1086,M -1 0 L 0 -0.1086 L 1 0
-92.92870663964244,34.94621720686607,2021-04-06,Perry,Arkansas,827,M -1 0 L 0 -0.0827 L 1 0
-84.46556759803826,34.46329942617569,2021-04-06,Pickens,Georgia,3312,M -1 0 L 0 -0.3312 L 1 0
-83.0027011418856,33.269968987400404,2021-04-06,Hancock,Georgia,907,M -1 0 L 0 -0.0907 L 1 0
-84.55111293416623,32.04501989005891,2021-04-06,Webster,Georgia,141,M -1 0 L 0 -0.0141 L 1 0
-85.71868666346728,40.16109910207262,2021-04-06,Madison,Indiana,12182,M -1 0 L 0 -1.2182 L 1 0
-86.80314709265971,38.70835914505044,2021-04-06,Martin,Indiana,820,M -1 0 L 0 -0.082 L 1 0
-100.73724770982004,38.04403824167999,2021-04-06,Finney,Kansas,6020,M -1 0 L 0 -0.602 L 1 0
-95.38240609038289,39.23491281274463,2021-04-06,Jefferson,Kansas,1683,M -1 0 L 0 -0.1683 L 1 0
-86.86650470911462,40.74944108967185,2021-04-06,White,Indiana,3045,M -1 0 L 0 -0.3045 L 1 0
-84.57725005366878,37.104168580878856,2021-04-06,Pulaski,Kentucky,6125,M -1 0 L 0 -0.6125 L 1 0
-90.749498768732,39.961212397522466,2021-04-06,Brown,Illinois,681,M -1 0 L 0 -0.0681 L 1 0
-92.11647170160967,32.09235924121037,2021-04-06,Caldwell,Louisiana,1096,M -1 0 L 0 -0.1096 L 1 0
-93.80624242044055,38.744000839452895,2021-04-06,Johnson,Missouri,4937,M -1 0 L 0 -0.4937 L 1 0
-90.02581669460746,37.32185524297777,2021-04-06,Bollinger,Missouri,1128,M -1 0 L 0 -0.1128 L 1 0
-90.96134203997526,36.94096209803299,2021-04-06,Carter,Missouri,549,M -1 0 L 0 -0.0549 L 1 0
-96.68750271053922,40.783742785202236,2021-04-06,Lancaster,Nebraska,29911,M -1 0 L 0 -2.9911 L 1 0
-74.61606694487773,40.564326583680945,2021-04-06,Somerset,New Jersey,27496,M -1 0 L 0 -2.7496 L 1 0
-78.2243840912326,42.70232446197845,2021-04-06,Wyoming,New York,3128,M -1 0 L 0 -0.3128 L 1 0
-76.87599700507462,42.39270197332526,2021-04-06,Schuyler,New York,957,M -1 0 L 0 -0.0957 L 1 0
-83.76593516975215,40.388734444520225,2021-04-06,Logan,Ohio,3689,M -1 0 L 0 -0.3689 L 1 0
-83.3713814450589,40.29924035613973,2021-04-06,Union,Ohio,5476,M -1 0 L 0 -0.5476 L 1 0
-79.08615703462733,40.65286014238197,2021-04-06,Indiana,Pennsylvania,5452,M -1 0 L 0 -0.5452 L 1 0
-85.88360926187676,37.299977101770544,2021-04-06,Hart,Kentucky,1917,M -1 0 L 0 -0.1917 L 1 0
-86.84838974505179,37.47745345892358,2021-04-06,Ohio,Kentucky,2444,M -1 0 L 0 -0.2444 L 1 0
-100.03136414329059,45.42985110607166,2021-04-06,Walworth,South Dakota,757,M -1 0 L 0 -0.0757 L 1 0
-83.44586809523912,36.05197263117351,2021-04-06,Jefferson,Tennessee,5975,M -1 0 L 0 -0.5975 L 1 0
-84.33089050471474,38.44113115237431,2021-04-06,Harrison,Kentucky,1618,M -1 0 L 0 -0.1618 L 1 0
-83.49230452273166,35.48763850796747,2021-04-06,Swain,North Carolina,1191,M -1 0 L 0 -0.1191 L 1 0
-95.38208646263935,32.78709475385866,2021-04-06,Wood,Texas,3355,M -1 0 L 0 -0.3355 L 1 0
-76.98074890488297,36.359083146859724,2021-04-06,Hertford,North Carolina,2016,M -1 0 L 0 -0.2016 L 1 0
-94.81259065155767,30.150661259461177,2021-04-06,Liberty,Texas,7443,M -1 0 L 0 -0.7443 L 1 0
-86.03913914248011,38.906172563372834,2021-04-06,Jackson,Indiana,4871,M -1 0 L 0 -0.4871 L 1 0
-99.23622475739515,38.18156779298797,2021-04-06,Pawnee,Kansas,1145,M -1 0 L 0 -0.1145 L 1 0
-95.73397229596586,38.237052110923244,2021-04-06,Coffey,Kansas,723,M -1 0 L 0 -0.0723 L 1 0
-92.06274076562913,30.20593789674481,2021-04-06,Lafayette,Louisiana,22416,M -1 0 L 0 -2.2416 L 1 0
-96.01142475575936,45.934157813803026,2021-04-06,Grant,Minnesota,529,M -1 0 L 0 -0.0529 L 1 0
-89.94640470276087,32.26348361917522,2021-04-06,Rankin,Mississippi,13270,M -1 0 L 0 -1.327 L 1 0
-90.44286140006746,32.266480081465446,2021-04-06,Hinds,Mississippi,19779,M -1 0 L 0 -1.9779 L 1 0
-78.82756935002655,35.04945717346338,2021-04-06,Cumberland,North Carolina,26150,M -1 0 L 0 -2.615 L 1 0
-81.16281801903261,36.20745926750971,2021-04-06,Wilkes,North Carolina,6338,M -1 0 L 0 -0.6338 L 1 0
-84.22206390160349,40.56119858186933,2021-04-06,Auglaize,Ohio,4677,M -1 0 L 0 -0.4677 L 1 0
-96.94947692022579,35.20692286304218,2021-04-06,Pottawatomie,Oklahoma,8140,M -1 0 L 0 -0.814 L 1 0
-95.66580245955576,35.37404097569154,2021-04-06,McIntosh,Oklahoma,1971,M -1 0 L 0 -0.1971 L 1 0
-123.30860654783477,45.23221826793984,2021-04-06,Yamhill,Oregon,3991,M -1 0 L 0 -0.3991 L 1 0
-75.59246594300348,40.61302400205253,2021-04-06,Lehigh,Pennsylvania,34969,M -1 0 L 0 -3.4969 L 1 0
-85.3273646374796,37.367431445145805,2021-04-06,Taylor,Kentucky,2955,M -1 0 L 0 -0.2955 L 1 0
-85.93257014465115,36.96659977556878,2021-04-06,Barren,Kentucky,4282,M -1 0 L 0 -0.4282 L 1 0
-97.78239868738312,30.33517455669221,2021-04-06,Travis,Texas,79787,M -1 0 L 0 -7.9787 L 1 0
-95.50299853660984,30.30030396341742,2021-04-06,Montgomery,Texas,49936,M -1 0 L 0 -4.9936 L 1 0
-101.43569424421791,32.30666230952256,2021-04-06,Howard,Texas,4554,M -1 0 L 0 -0.4554 L 1 0
-82.62040573332183,36.97418574323066,2021-04-06,Wise,Virginia,3002,M -1 0 L 0 -0.3002 L 1 0
-78.17021460802194,39.17323966571738,2021-04-06,Winchester city,Virginia,2707,M -1 0 L 0 -0.2707 L 1 0
-82.53718889881138,40.77499698068423,2021-04-06,Richland,Ohio,10793,M -1 0 L 0 -1.0793 L 1 0
-89.92088883883386,31.913116650620264,2021-04-06,Simpson,Mississippi,2867,M -1 0 L 0 -0.2867 L 1 0
-92.30925189130072,38.99009132932789,2021-04-06,Boone,Missouri,17971,M -1 0 L 0 -1.7971 L 1 0
-110.43549518419573,47.88059647083295,2021-04-06,Chouteau,Montana,494,M -1 0 L 0 -0.0494 L 1 0
-98.0222140566056,40.87384572203224,2021-04-06,Hamilton,Nebraska,920,M -1 0 L 0 -0.092 L 1 0
-105.97655581958912,35.50619771643747,2021-04-06,Santa Fe,New Mexico,10120,M -1 0 L 0 -1.012 L 1 0
-78.37114611745716,34.99247417353006,2021-04-06,Sampson,North Carolina,7465,M -1 0 L 0 -0.7465 L 1 0
-96.32201617774642,35.46568105533395,2021-04-06,Okfuskee,Oklahoma,1776,M -1 0 L 0 -0.1776 L 1 0
-97.7834291210412,36.37895240626406,2021-04-06,Garfield,Oklahoma,7696,M -1 0 L 0 -0.7696 L 1 0
-83.59907314627837,37.941121763269166,2021-04-06,Menifee,Kentucky,429,M -1 0 L 0 -0.0429 L 1 0
-104.94702788848154,36.010834985070204,2021-04-06,Mora,New Mexico,169,M -1 0 L 0 -0.0169 L 1 0
-97.60073096746417,41.91689175983637,2021-04-06,Madison,Nebraska,4437,M -1 0 L 0 -0.4437 L 1 0
-98.04092545804463,41.16803230718252,2021-04-06,Merrick,Nebraska,762,M -1 0 L 0 -0.0762 L 1 0
-121.2270102148691,43.91437596757907,2021-04-06,Deschutes,Oregon,6504,M -1 0 L 0 -0.6504 L 1 0
-118.11109282145256,41.40626883449648,2021-04-06,Humboldt,Nevada,1099,M -1 0 L 0 -0.1099 L 1 0
-77.25364132209386,41.7724258733452,2021-04-06,Tioga,Pennsylvania,2679,M -1 0 L 0 -0.2679 L 1 0
-86.68178911688119,37.206611627022724,2021-04-06,Butler,Kentucky,1429,M -1 0 L 0 -0.1429 L 1 0
-86.2150053982196,37.96802270390568,2021-04-06,Meade,Kentucky,1949,M -1 0 L 0 -0.1949 L 1 0
-84.65969045360214,37.453892306342794,2021-04-06,Lincoln,Kentucky,2213,M -1 0 L 0 -0.2213 L 1 0
-83.67377674682879,36.731118552863705,2021-04-06,Bell,Kentucky,2970,M -1 0 L 0 -0.297 L 1 0
-84.82740901937686,38.518883867730274,2021-04-06,Owen,Kentucky,642,M -1 0 L 0 -0.0642 L 1 0
-76.72906769045301,35.146857184918495,2021-04-06,Pamlico,North Carolina,1077,M -1 0 L 0 -0.1077 L 1 0
-76.57778694747816,35.82248469752433,2021-04-06,Washington,North Carolina,1025,M -1 0 L 0 -0.1025 L 1 0
-81.07666249074518,38.46213374141842,2021-04-06,Clay,West Virginia,414,M -1 0 L 0 -0.0414 L 1 0
-106.8792898543091,44.790304698885286,2021-04-06,Sheridan,Wyoming,3084,M -1 0 L 0 -0.3084 L 1 0
-66.21580986829086,18.430283152559245,2021-04-06,Toa Baja,Puerto Rico,4074,M -1 0 L 0 -0.4074 L 1 0
-67.03898789163402,18.108757895223157,2021-04-06,San German,Puerto Rico,636,M -1 0 L 0 -0.0636 L 1 0
-75.03376463638813,41.331793522621766,2021-04-06,Pike,Pennsylvania,3273,M -1 0 L 0 -0.3273 L 1 0
-84.85976251096234,38.75712052611015,2021-04-06,Gallatin,Kentucky,684,M -1 0 L 0 -0.0684 L 1 0
-79.48200321227384,35.31135137159713,2021-04-06,Moore,North Carolina,8444,M -1 0 L 0 -0.8444 L 1 0
-79.10451993554376,34.63997131898376,2021-04-06,Robeson,North Carolina,15765,M -1 0 L 0 -1.5765 L 1 0
-97.31161940245372,30.103799475437082,2021-04-06,Bastrop,Texas,8931,M -1 0 L 0 -0.8931 L 1 0
-95.1349856738545,31.088789973693917,2021-04-06,Trinity,Texas,713,M -1 0 L 0 -0.0713 L 1 0
-80.68768568059131,36.41404357319787,2021-04-06,Surry,North Carolina,7795,M -1 0 L 0 -0.7795 L 1 0
-103.48715813428525,48.814824915889375,2021-04-06,Divide,North Dakota,173,M -1 0 L 0 -0.0173 L 1 0
-65.81269950858659,18.346847673411727,2021-04-06,Rio Grande,Puerto Rico,1947,M -1 0 L 0 -0.1947 L 1 0
-80.66626093745263,32.86356077744869,2021-04-06,Colleton,South Carolina,3417,M -1 0 L 0 -0.3417 L 1 0
-85.8318857474276,35.980194187650746,2021-04-06,DeKalb,Tennessee,2736,M -1 0 L 0 -0.2736 L 1 0
-97.20233844002811,31.552629464678798,2021-04-06,McLennan,Texas,26262,M -1 0 L 0 -2.6262 L 1 0
-76.6546965120941,34.82671396350382,2021-04-06,Carteret,North Carolina,4789,M -1 0 L 0 -0.4789 L 1 0
-99.34767895504667,31.197799564629037,2021-04-06,McCulloch,Texas,567,M -1 0 L 0 -0.0567 L 1 0
-84.58850962009417,41.56013523088559,2021-04-06,Williams,Ohio,3141,M -1 0 L 0 -0.3141 L 1 0
-95.45182684200061,29.18898752031738,2021-04-06,Brazoria,Texas,35749,M -1 0 L 0 -3.5749 L 1 0
-80.98772302713331,40.015558016463324,2021-04-06,Belmont,Ohio,5448,M -1 0 L 0 -0.5448 L 1 0
-83.60098284386792,39.184184000265816,2021-04-06,Highland,Ohio,3442,M -1 0 L 0 -0.3442 L 1 0
-83.6236002474791,41.361181241826166,2021-04-06,Wood,Ohio,12412,M -1 0 L 0 -1.2412 L 1 0
-88.21768345100911,44.08163236900674,2021-04-06,Calumet,Wisconsin,6261,M -1 0 L 0 -0.6261 L 1 0
-77.61856641377,40.60893614247517,2021-04-06,Mifflin,Pennsylvania,4833,M -1 0 L 0 -0.4833 L 1 0
-99.75425866401001,36.218029266561025,2021-04-06,Ellis,Oklahoma,354,M -1 0 L 0 -0.0354 L 1 0
-100.69018295523999,43.96076342057092,2021-04-06,Jones,South Dakota,93,M -1 0 L 0 -0.0093 L 1 0
-87.83871008115209,36.50083699372654,2021-04-06,Stewart,Tennessee,1289,M -1 0 L 0 -0.1289 L 1 0
-102.83026255940686,34.06851532679417,2021-04-06,Bailey,Texas,800,M -1 0 L 0 -0.08 L 1 0
-66.61544736889624,18.061369666780095,2021-04-06,Ponce,Puerto Rico,3369,M -1 0 L 0 -0.3369 L 1 0
-99.41517980875251,34.58745585984472,2021-04-06,Jackson,Oklahoma,3027,M -1 0 L 0 -0.3027 L 1 0
-82.00662029176691,34.482827285317704,2021-04-06,Laurens,South Carolina,6875,M -1 0 L 0 -0.6875 L 1 0
-103.4946347235982,45.58001600487567,2021-04-06,Harding,South Dakota,92,M -1 0 L 0 -0.0092 L 1 0
-81.3786409201789,39.02332575110227,2021-04-06,Wirt,West Virginia,370,M -1 0 L 0 -0.037 L 1 0
-88.46544328661685,44.41562548492073,2021-04-06,Outagamie,Wisconsin,22787,M -1 0 L 0 -2.2787 L 1 0
-101.63912367371815,46.35798865151497,2021-04-06,Grant,North Dakota,194,M -1 0 L 0 -0.0194 L 1 0
-123.65596208198139,45.995062970752095,2021-04-06,Clatsop,Oregon,851,M -1 0 L 0 -0.0851 L 1 0
-76.21732340424342,40.70576278119404,2021-04-06,Schuylkill,Pennsylvania,13098,M -1 0 L 0 -1.3098 L 1 0
-77.06521293394503,41.344054222529344,2021-04-06,Lycoming,Pennsylvania,10478,M -1 0 L 0 -1.0478 L 1 0
-85.4560201167363,35.92569855542215,2021-04-06,White,Tennessee,3498,M -1 0 L 0 -0.3498 L 1 0
-91.7539010703174,44.37875371311625,2021-04-06,Buffalo,Wisconsin,1363,M -1 0 L 0 -0.1363 L 1 0
145.7504406595239,15.190441098143946,2021-04-06,Saipan,Northern Mariana Islands,157,M -1 0 L 0 -0.0157 L 1 0
-67.03778076702602,18.012370022287865,2021-04-06,Lajas,Puerto Rico,447,M -1 0 L 0 -0.0447 L 1 0
-66.97189609809256,18.32783943305552,2021-04-06,San Sebastian,Puerto Rico,1741,M -1 0 L 0 -0.1741 L 1 0
-101.48993014084549,36.74814341588948,2021-04-06,Texas,Oklahoma,3490,M -1 0 L 0 -0.349 L 1 0
-76.40508415966201,41.04883714406321,2021-04-06,Columbia,Pennsylvania,5016,M -1 0 L 0 -0.5016 L 1 0
-101.19580324784944,45.70853049404639,2021-04-06,Corson,South Dakota,476,M -1 0 L 0 -0.0476 L 1 0
-95.42263601745528,31.317764406603608,2021-04-06,Houston,Texas,1586,M -1 0 L 0 -0.1586 L 1 0
-98.81881006241987,31.156551509377145,2021-04-06,San Saba,Texas,796,M -1 0 L 0 -0.0796 L 1 0
-77.0630874233794,37.35704250095083,2021-04-06,Charles City,Virginia,459,M -1 0 L 0 -0.0459 L 1 0
-78.48472338988891,38.61913958640183,2021-04-06,Page,Virginia,1917,M -1 0 L 0 -0.1917 L 1 0
-99.88340028367158,43.34594247086929,2021-04-06,Tripp,South Dakota,744,M -1 0 L 0 -0.0744 L 1 0
-104.24095743178248,29.999435940544064,2021-04-06,Presidio,Texas,808,M -1 0 L 0 -0.0808 L 1 0
-113.28945560848514,37.85924447155149,2021-04-06,Iron,Utah,5433,M -1 0 L 0 -0.5433 L 1 0
-94.61691537861552,31.615679719724948,2021-04-06,Nacogdoches,Texas,4381,M -1 0 L 0 -0.4381 L 1 0
-96.4038695375271,30.213057970003238,2021-04-06,Washington,Texas,3872,M -1 0 L 0 -0.3872 L 1 0
-113.08179931401408,41.52103648212113,2021-04-06,Box Elder,Utah,5093,M -1 0 L 0 -0.5093 L 1 0
-97.21335544861219,33.63977933193391,2021-04-06,Cooke,Texas,3632,M -1 0 L 0 -0.3632 L 1 0
-99.23976394259628,34.079502897402776,2021-04-06,Wilbarger,Texas,1892,M -1 0 L 0 -0.1892 L 1 0
-95.99685511046445,31.296370017022955,2021-04-06,Leon,Texas,1598,M -1 0 L 0 -0.1598 L 1 0
-97.85909231027588,28.905549687456247,2021-04-06,Karnes,Texas,1918,M -1 0 L 0 -0.1918 L 1 0
-81.13326646800512,37.13337790975719,2021-04-06,Bland,Virginia,647,M -1 0 L 0 -0.0647 L 1 0
-77.26218657292756,36.921187317666394,2021-04-06,Sussex,Virginia,1146,M -1 0 L 0 -0.1146 L 1 0
-78.2410587400466,36.947491777743515,2021-04-06,Lunenburg,Virginia,724,M -1 0 L 0 -0.0724 L 1 0
-81.11698235120456,38.845488904240746,2021-04-06,Calhoun,West Virginia,253,M -1 0 L 0 -0.0253 L 1 0
-82.03553629556075,37.26779727250373,2021-04-06,Buchanan,Virginia,1355,M -1 0 L 0 -0.1355 L 1 0
-78.36161713420834,36.68102838488962,2021-04-06,Mecklenburg,Virginia,2169,M -1 0 L 0 -0.2169 L 1 0
-84.21730760127014,38.20634168673077,2021-04-06,Bourbon,Kentucky,1634,M -1 0 L 0 -0.1634 L 1 0
-113.63757917540342,42.85415671458852,2021-04-06,Minidoka,Idaho,2315,M -1 0 L 0 -0.2315 L 1 0
-81.12634864996723,36.49227587070942,2021-04-06,Alleghany,North Carolina,950,M -1 0 L 0 -0.095 L 1 0
-77.97801813093783,37.33665208644719,2021-04-06,Amelia,Virginia,828,M -1 0 L 0 -0.0828 L 1 0
-76.54299607434477,37.41590283854305,2021-04-06,Gloucester,Virginia,2090,M -1 0 L 0 -0.209 L 1 0
-78.57162802526877,38.85771817684912,2021-04-06,Shenandoah,Virginia,3934,M -1 0 L 0 -0.3934 L 1 0
-82.34963401257625,37.126044555719545,2021-04-06,Dickenson,Virginia,911,M -1 0 L 0 -0.0911 L 1 0
-66.70480792566794,18.270318815541454,2021-04-06,Utuado,Puerto Rico,926,M -1 0 L 0 -0.0926 L 1 0
-91.84781752211771,45.4236283897172,2021-04-06,Barron,Wisconsin,5711,M -1 0 L 0 -0.5711 L 1 0
-67.1738117722693,18.361790572205663,2021-04-06,Aguada,Puerto Rico,1287,M -1 0 L 0 -0.1287 L 1 0
-123.7044780879712,46.55557204869518,2021-04-06,Pacific,Washington,794,M -1 0 L 0 -0.0794 L 1 0
-81.93555862896478,37.831938558561575,2021-04-06,Logan,West Virginia,2957,M -1 0 L 0 -0.2957 L 1 0
-119.7620173051672,37.218413231578275,2021-04-06,Madera,California,16065,M -1 0 L 0 -1.6065 L 1 0
-87.61727851296006,44.516101677823826,2021-04-06,Kewaunee,Wisconsin,2622,M -1 0 L 0 -0.2622 L 1 0
-89.47819279209511,39.23126006132515,2021-04-06,Montgomery,Illinois,3610,M -1 0 L 0 -0.361 L 1 0
-107.0316155076134,38.66764337917033,2021-04-06,Gunnison,Colorado,1262,M -1 0 L 0 -0.1262 L 1 0
-86.2274404909555,39.19586179904828,2021-04-06,Brown,Indiana,973,M -1 0 L 0 -0.0973 L 1 0
-82.89265219556032,30.709500595737442,2021-04-06,Echols,Georgia,467,M -1 0 L 0 -0.0467 L 1 0
-78.86889648809499,35.36979322475979,2021-04-06,Harnett,North Carolina,10636,M -1 0 L 0 -1.0636 L 1 0
-76.30577332848556,42.17057923203357,2021-04-06,Tioga,New York,3213,M -1 0 L 0 -0.3213 L 1 0
-79.2378202946318,35.01755638576959,2021-04-06,Hoke,North Carolina,4397,M -1 0 L 0 -0.4397 L 1 0
-76.44067808670124,36.20427836888116,2021-04-06,Perquimans,North Carolina,943,M -1 0 L 0 -0.0943 L 1 0
-87.77472267960688,36.03972935200309,2021-04-06,Humphreys,Tennessee,1655,M -1 0 L 0 -0.1655 L 1 0
-101.89691059270822,34.9659981874123,2021-04-06,Randall,Texas,16531,M -1 0 L 0 -1.6531 L 1 0
-105.42752505215786,37.2781438147295,2021-04-06,Costilla,Colorado,204,M -1 0 L 0 -0.0204 L 1 0
-104.392887885239,40.554468474005525,2021-04-06,Weld,Colorado,28000,M -1 0 L 0 -2.8 L 1 0
-84.96669622136731,34.80541455319949,2021-04-06,Whitfield,Georgia,16554,M -1 0 L 0 -1.6554 L 1 0
-84.09102733542875,38.68812820353357,2021-04-06,Bracken,Kentucky,546,M -1 0 L 0 -0.0546 L 1 0
-86.05167660017302,40.311084521772216,2021-04-06,Tipton,Indiana,1596,M -1 0 L 0 -0.1596 L 1 0
-85.05793272473095,36.99072353686874,2021-04-06,Russell,Kentucky,1811,M -1 0 L 0 -0.1811 L 1 0
-88.08305300164362,37.01867025468989,2021-04-06,Lyon,Kentucky,1489,M -1 0 L 0 -0.1489 L 1 0
-99.81990439973936,37.235476453661434,2021-04-06,Clark,Kansas,247,M -1 0 L 0 -0.0247 L 1 0
-78.65201543122265,36.30416464510556,2021-04-06,Granville,North Carolina,5615,M -1 0 L 0 -0.5615 L 1 0
-76.24487198579318,35.51871544983844,2021-04-06,Hyde,North Carolina,630,M -1 0 L 0 -0.063 L 1 0
-90.81357983292712,32.880416734232035,2021-04-06,Sharkey,Mississippi,495,M -1 0 L 0 -0.0495 L 1 0
-66.75262307418983,18.179631676271,2021-04-06,Adjuntas,Puerto Rico,493,M -1 0 L 0 -0.0493 L 1 0
-83.25206786707385,33.071324050086204,2021-04-06,Baldwin,Georgia,4438,M -1 0 L 0 -0.4438 L 1 0
-86.34466692688298,37.4614200947459,2021-04-06,Grayson,Kentucky,2063,M -1 0 L 0 -0.2063 L 1 0
-89.03712849477257,34.225167100211934,2021-04-06,Pontotoc,Mississippi,4158,M -1 0 L 0 -0.4158 L 1 0
-98.76413822281451,42.89949300546659,2021-04-06,Boyd,Nebraska,174,M -1 0 L 0 -0.0174 L 1 0
-79.05918749177498,38.16071721736722,2021-04-06,Staunton city,Virginia,2551,M -1 0 L 0 -0.2551 L 1 0
-96.14242959550802,40.90837091358713,2021-04-06,Cass,Nebraska,2519,M -1 0 L 0 -0.2519 L 1 0
-98.6292568855149,44.0663333735139,2021-04-06,Jerauld,South Dakota,273,M -1 0 L 0 -0.0273 L 1 0
-109.75108005415395,31.87855234518133,2021-04-06,Cochise,Arizona,11655,M -1 0 L 0 -1.1655 L 1 0
-94.22698194510185,34.48623082690285,2021-04-06,Polk,Arkansas,1964,M -1 0 L 0 -0.1964 L 1 0
-81.12119053014071,34.394778348927126,2021-04-06,Fairfield,South Carolina,2291,M -1 0 L 0 -0.2291 L 1 0
-119.08560325937091,34.455258763099145,2021-04-06,Ventura,California,79830,M -1 0 L 0 -7.983 L 1 0
-117.76136980004219,33.703051378903254,2021-04-06,Orange,California,267143,M -1 0 L 0 -26.7143 L 1 0
-82.42576378511764,28.55377800919625,2021-04-06,Hernando,Florida,12649,M -1 0 L 0 -1.2649 L 1 0
-81.4423284111495,32.013029853608224,2021-04-06,Bryan,Georgia,3501,M -1 0 L 0 -0.3501 L 1 0
-94.2067533353145,43.20393124041186,2021-04-06,Kossuth,Iowa,2099,M -1 0 L 0 -0.2099 L 1 0
-101.78480573174278,37.562963500491016,2021-04-06,Stanton,Kansas,184,M -1 0 L 0 -0.0184 L 1 0
-104.038177917026,37.31556297030006,2021-04-06,Las Animas,Colorado,1048,M -1 0 L 0 -0.1048 L 1 0
-89.9053329943292,38.8301780152563,2021-04-06,Madison,Illinois,29404,M -1 0 L 0 -2.9404 L 1 0
-81.91113421922488,26.906211523541998,2021-04-06,Charlotte,Florida,11842,M -1 0 L 0 -1.1842 L 1 0
-87.58441028216205,38.30997438012718,2021-04-06,Gibson,Indiana,4236,M -1 0 L 0 -0.4236 L 1 0
-90.62392459409905,41.63781110344085,2021-04-06,Scott,Iowa,18436,M -1 0 L 0 -1.8436 L 1 0
-121.64934851090094,42.6858342852478,2021-04-06,Klamath,Oregon,3107,M -1 0 L 0 -0.3107 L 1 0
-97.35733111572172,29.081721934783708,2021-04-06,DeWitt,Texas,1891,M -1 0 L 0 -0.1891 L 1 0
-88.2634885748426,32.01998717744568,2021-04-06,Choctaw,Alabama,582,M -1 0 L 0 -0.0582 L 1 0
-88.19818952641309,32.59079286650228,2021-04-06,Sumter,Alabama,1030,M -1 0 L 0 -0.103 L 1 0
-93.53632035204154,36.34076360004716,2021-04-06,Carroll,Arkansas,2755,M -1 0 L 0 -0.2755 L 1 0
-118.72898242691127,35.342481079941614,2021-04-06,Kern,California,106543,M -1 0 L 0 -10.6543 L 1 0
-81.83920833246779,26.577630513174736,2021-04-06,Lee,Florida,63773,M -1 0 L 0 -6.3773 L 1 0
-106.99173765763398,40.48502368952462,2021-04-06,Routt,Colorado,2101,M -1 0 L 0 -0.2101 L 1 0
-89.25525695684703,37.47097391868371,2021-04-06,Union,Illinois,2228,M -1 0 L 0 -0.2228 L 1 0
-99.27167978478836,37.191424874791934,2021-04-06,Comanche,Kansas,170,M -1 0 L 0 -0.017 L 1 0
-87.08627853243786,37.73190349716249,2021-04-06,Daviess,Kentucky,10237,M -1 0 L 0 -1.0237 L 1 0
-89.54146508085852,29.87581870962398,2021-04-06,St. Bernard,Louisiana,3948,M -1 0 L 0 -0.3948 L 1 0
-112.22444223160042,42.66885572534432,2021-04-06,Bannock,Idaho,8495,M -1 0 L 0 -0.8495 L 1 0
-101.07579455202624,39.78513999336476,2021-04-06,Rawlins,Kansas,360,M -1 0 L 0 -0.036 L 1 0
-83.91938569264235,30.86375165451574,2021-04-06,Thomas,Georgia,4336,M -1 0 L 0 -0.4336 L 1 0
-84.90469519273462,31.323654934785203,2021-04-06,Early,Georgia,1159,M -1 0 L 0 -0.1159 L 1 0
-111.20856366870389,43.76025496993749,2021-04-06,Teton,Idaho,1174,M -1 0 L 0 -0.1174 L 1 0
-75.94334921719721,39.57056576024841,2021-04-06,Cecil,Maryland,5475,M -1 0 L 0 -0.5475 L 1 0
-82.68078527794465,42.93171467201157,2021-04-06,St. Clair,Michigan,13566,M -1 0 L 0 -1.3566 L 1 0
-90.84939634524828,34.42855845628267,2021-04-06,Phillips,Arkansas,1746,M -1 0 L 0 -0.1746 L 1 0
-121.92903773211034,37.91952705758284,2021-04-06,Contra Costa,California,65835,M -1 0 L 0 -6.5835 L 1 0
-72.93159262508784,41.41101357377951,2021-04-06,New Haven,Connecticut,82967,M -1 0 L 0 -8.2967 L 1 0
-87.27185595090093,38.09227197406206,2021-04-06,Warrick,Indiana,7629,M -1 0 L 0 -0.7629 L 1 0
-85.70939845709385,38.47839013300962,2021-04-06,Clark,Indiana,12545,M -1 0 L 0 -1.2545 L 1 0
-81.71099430624226,28.761446432806448,2021-04-06,Lake,Florida,27081,M -1 0 L 0 -2.7081 L 1 0
